news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.cnbc.com/2019/11/29/singapore-tells-facebook-to-correct-post-under-new-fake-news-law.html,https://cdn.snapi.dev/images/v1/1/0/106159240-1569987005877gettyimages-1159730778.jpeg,"Singapore tells Facebook to correct post under new fake news law","Singapore ordered blogger Alex Tan on Thursday to correct a post on the Facebook page of a blog called the States Times Review that carried accusations of election rigging.",CNBC,"Thu, 28 Nov 2019 22:49:00 -0500",,Neutral,Article,FB
https://www.forbes.com/sites/isabeltogoh/2019/11/28/instagram-and-facebook-hit-by-thanksgiving-outages/,https://cdn.snapi.dev/images/v1/x/l/xlc.jpg,"Instagram And Facebook Hit By Thanksgiving Outages","The Instagram, Facebook and Messenger apps were temporarily down for some users on Thanksgiving.",Forbes,"Thu, 28 Nov 2019 12:10:30 -0500",,Negative,Article,FB
https://techcrunch.com/2019/11/28/facebook-instagram-and-messenger-are-down-for-many-around-the-world/,https://cdn.snapi.dev/images/v1/f/a/facebook-thumbs-down-11pngw712.jpg,"Facebook, Instagram, and Messenger are down for many around the world","If you’re having issues with various Facebook -owned services this morning, you’re very much not alone.",TechCrunch,"Thu, 28 Nov 2019 11:38:26 -0500",,Negative,Article,FB
https://www.cnbc.com/2019/11/28/facebook-and-instagram-are-down.html,https://cdn.snapi.dev/images/v1/1/0/101911195-20140811-9120-674.jpg,"Facebook and Instagram are down","Facebook’s family of apps experienced a ‘major outage’ Thursday.",CNBC,"Thu, 28 Nov 2019 11:24:00 -0500",,Negative,Article,FB
https://www.cnn.com/2019/11/28/tech/instagram-facebook-outage-thanksgiving/index.html,https://cdn.snapi.dev/images/v1/1/9/191128102541-facebook-app-stock-2019-super-169.jpg,"Instagram and Facebook are experiencing outages on Thanksgiving","Facebook and Instagram are experiencing outages on Thursday, leaving some users in the United States unable to post photos or answer messages on Thanksgiving.","CNN Business","Thu, 28 Nov 2019 11:10:24 -0500",,Negative,Article,FB
https://www.fool.com/investing/2019/11/28/facebook-acquires-beat-games-in-virtual-reality-co.aspx,https://cdn.snapi.dev/images/v1/3/4/34fabcoj-1.jpg,"Facebook Acquires Beat Games in Virtual Reality Content Push","The tech giant is committed to preserving the studio's independence, but we've heard that one before.","The Motley Fool","Thu, 28 Nov 2019 07:00:00 -0500",manda,Positive,Article,FB
https://www.etftrends.com/innovative-etfs-channel/facebooks-libra-cryptocurrency-is-the-future-of-fintech/,https://cdn.snapi.dev/images/v1/e/i/fb1-4.jpg,"Facebook’s Libra Cryptocurrency Is the Future of Fintech","By Frank Holmes, CEO and Chief Investment Officer, U.S. Investors Facebook, you’ve come a long way.","ETF Trends","Wed, 27 Nov 2019 16:37:30 -0500",,Positive,Article,FB
https://www.benzinga.com/trading-ideas/long-ideas/19/11/14897083/facebook-option-traders-betting-on-a-holiday-rally,https://cdn.snapi.dev/images/v1/f/a/facebook-76536-1920-62.png,"Facebook Option Traders Betting On A Holiday Rally","Facebook, Inc. (NASDAQ: FB) shares traded higher by 2% on Wednesday and are now up 54% year to date heading into the final month of 2019.",Benzinga,"Wed, 27 Nov 2019 14:15:24 -0500",,Positive,Article,FB
https://www.youtube.com/watch?v=Uel2OGdaMS8,https://cdn.snapi.dev/images/v1/m/q/bulls-like-facebook.jpg,"Bulls Like Facebook","""Halftime Report"" trader Jon Najarian spots unusual options activity in shares of Facebook & Home Depot.","CNBC Television","Wed, 27 Nov 2019 13:10:43 -0500",,Positive,Video,"FB,HD"
https://www.reuters.com/article/facebook-lawsuit/facebook-must-face-data-breach-class-action-on-security-but-not-damages-u-s-judge-idUSKBN1Y124W,https://cdn.snapi.dev/images/v1/m/0/m02d20191127t2i1457448478rlynxmpefaq1o0w640.jpg,"Facebook must face data breach class action on security, but not damages: judge","A federal judge said up to 29 million Facebook Inc users whose personal information was stolen in a September 2018 data breach cannot sue as a group for damages, but can seek better security at the social media company after a series of privacy lapses.",Reuters,"Wed, 27 Nov 2019 12:19:10 -0500",,Negative,Article,FB
https://www.reuters.com/article/us-usa-trade-france/u-s-to-announce-findings-from-probe-of-frances-tech-tax-on-monday-idUSKBN1Y11Y4,https://cdn.snapi.dev/images/v1/5/4/5415jpgwidth460quality85autoformatfitmaxs0556408cfa49916fd76abf9bd88b1502.jpg,"U.S. to announce findings from probe of France's tech tax on Monday","U.S. trade officials said they will announce any proposed action toward France on Monday when they release the findings from their investigation into the European ally’s tax on big internet companies such as Amazon, Google and Facebook.",Reuters,"Wed, 27 Nov 2019 10:53:34 -0500",,Neutral,Article,"AMZN,FB,GOOG,GOOGL"
https://www.theguardian.com/technology/2019/nov/27/facebook-only-dutch-factchecker-quits-over-political-ad-exemption,https://cdn.snapi.dev/images/v1/5/9/5924jpgwidth460quality85autoformatfitmaxs79a7667c3fcfe07d6b03e79d30572577.jpg,"Facebook's only Dutch factchecker quits over political ad exemption","‘Final straw’ was refusal to allow partner to mark dubious claims by far-right parties","The Guardian","Wed, 27 Nov 2019 07:13:50 -0500",,Negative,Article,FB
https://www.fool.com/investing/2019/11/27/facebooks-latest-spying-app-is-viewpoints.aspx,https://cdn.snapi.dev/images/v1/y/e/gettyimages-1140291808.jpg,"Facebook's Latest Spying App Is Viewpoints","How much is your privacy worth?","The Motley Fool","Wed, 27 Nov 2019 07:00:00 -0500",,Neutral,Article,FB
https://investorplace.com/2019/11/facebook-stock-bulls-bears-short-fb/,https://cdn.snapi.dev/images/v1/6/3/63fbgon-1.jpg,"Bullish and Bearish Investors Both Have Fair Theses on Facebook Stock","Like or dislike Facebook, waiting to buy or short Facebook stock should have the support of bulls and bears on the price chart.",InvestorPlace,"Wed, 27 Nov 2019 06:30:21 -0500",,Neutral,Article,FB
https://deadline.com/2019/11/facebooks-oculus-buys-vr-gaming-company-known-for-beat-saber-1202795981/,https://cdn.snapi.dev/images/v1/i/m/img-20190501-095025.jpg,"Facebook’s Oculus Buys VR Gaming Company Known For ‘Beat Saber’","Facebook’s Oculus unit has acquired Beat Games, a company known for the virtual-reality video game Beat Saber. Terms were not disclosed. The company will become part of Oculus Studios but will also produce games for other platforms. Beat Saber is described as a light-saber-endowed spin on the game Dance Dance Revolution. It is regarded as",Deadline,"Tue, 26 Nov 2019 22:46:18 -0500",manda,Positive,Article,FB
https://www.youtube.com/watch?v=PS3gNSrNtm4,https://cdn.snapi.dev/images/v1/m/q/facebook-bolsters-vr-offerings-with-acquisition-of-studio-behind-beat-saber.jpg,"Facebook Bolsters VR Offerings With Acquisition of Studio Behind Beat Saber","Nov.26 -- Facebook Inc. is acquiring the studio behind Beat Saber, a popular virtual-reality game that mixes music, lightsabers and dancing into one experience, for an undisclosed price. Bloomberg's Kurt Wagner has more on ""Bloomberg Daybreak: Asia.""","Bloomberg Technology","Tue, 26 Nov 2019 20:05:15 -0500",manda,Positive,Video,FB
https://www.theguardian.com/technology/2019/nov/26/facebook-white-nationalist-ban-red-ice-tv-affirmative-right,https://cdn.snapi.dev/images/v1/3/6/3632jpgwidth460quality85autoformatfitmaxseb23d998d8bdb6bb90c46e8c2f848062.jpg,"Facebook to ban two white nationalist groups after Guardian report","Platform bars Red Ice TV and Affirmative Right, as VDare continues to operate","The Guardian","Tue, 26 Nov 2019 16:49:32 -0500",,Neutral,Article,FB
https://www.youtube.com/watch?v=NklzHmPFogM,https://cdn.snapi.dev/images/v1/c/w/facebook-revealed-as-mystery-firm-bidding-for-fitbit.jpg,"Facebook revealed as mystery firm bidding for Fitbit","Facebook revealed to be the mystery firm bidding against Google for Fitbit. CNBC's Alex Sherman reports.","CNBC Television","Tue, 26 Nov 2019 16:42:08 -0500",manda,Neutral,Video,"FIT,FB,GOOG,GOOGL"
https://www.cnbc.com/2019/11/26/facebook-buys-beat-saber-vr-game-maker-beat-games.html,https://cdn.snapi.dev/images/v1/1/0/106267148-1574804052675beat-saber-1.jpg,"Facebook acquires the maker of popular Beat Saber VR game","Facebook on Tuesday announced its acquisition of Beat Games, the studio behind hit virtual-reality game ""Beat Saber.""",CNBC,"Tue, 26 Nov 2019 16:25:00 -0500","manda,product",Positive,Article,FB
https://techcrunch.com/2019/11/26/facebook-buys-the-vr-studio-behind-beat-saber/,https://cdn.snapi.dev/images/v1/u/r/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5461492foculus-questjpgw700opresize.jpg,"Facebook buys the VR studio behind Beat Saber","Virtual reality doesn’t have many hit games yet, but Facebook is buying the studio behind one of the platform’s biggest titles.",TechCrunch,"Tue, 26 Nov 2019 16:15:12 -0500","manda,product",Positive,Article,FB
https://www.cnet.com/news/facebooks-oculus-acquires-beat-games/,https://cdn.snapi.dev/images/v1/b/e/beat-saber-oculus.jpg,"Facebook's Oculus acquires Beat Games","The two aim to ""push VR to new heights.""",CNET,"Tue, 26 Nov 2019 16:15:01 -0500","manda,product",Positive,Article,FB
https://investorplace.com/2019/11/should-you-buy-or-sell-the-5-faang-stocks/,https://cdn.snapi.dev/images/v1/a/p/apps23-2.jpg,"Should You Buy or Sell the 5 FAANG Stocks?","Not all FAANG stocks are created equal.",InvestorPlace,"Tue, 26 Nov 2019 13:23:46 -0500",,Neutral,Article,"AAPL,AMZN,FB,GOOG,GOOGL,NFLX"
https://www.youtube.com/watch?v=znVA-Luqtdg,https://cdn.snapi.dev/images/v1/4/s/4srj-7.jpg,"Airlines, retail, & tech in #AskHalftime","The ""Halftime Report"" traders and Mario Gabelli answer viewer questions in #AskHalftime","CNBC Television","Tue, 26 Nov 2019 13:15:33 -0500",,Positive,Video,"COST,FB,LULU,LUV,VZ,VZA"
https://www.cnbc.com/2019/11/26/facebook-was-mystery-firm-bidding-against-google-to-buy-fitbit.html,https://cdn.snapi.dev/images/v1/v/y/zuckw23f-1.jpg,"Facebook was mystery firm bidding against Google to buy Fitbit, sources say","Facebook is the mystery ""Party A"" revealed in an SEC filing Tuesday that bid against Google to acquire Fitbit, according to people familiar with the matter.",CNBC,"Tue, 26 Nov 2019 13:00:00 -0500",,Neutral,Article,FB
https://www.investopedia.com/investing/best-growth-stocks/,https://cdn.snapi.dev/images/v1/e/t/etf5.jpg,"Best Growth Stocks for December 2019","Shares of AMD, salesforce, Facebook, NVIDIA, and Paycom appear to be poised for growth in the final month of the year and beyond.",Investopedia,"Tue, 26 Nov 2019 11:56:59 -0500",,Positive,Article,"AMD,CRM,FB,NVDA,PAYC"
https://seekingalpha.com/article/4307986-facebook-firing-cylinders-conviction-buy,https://cdn.snapi.dev/images/v1/1/p/sd.jpg,"Facebook Is Firing On All Cylinders And Is A Conviction Buy","Facebook Is Firing On All Cylinders And Is A Conviction Buy","Seeking Alpha","Tue, 26 Nov 2019 11:00:00 -0500",,Positive,Article,FB
https://www.fool.com/investing/2019/11/26/better-buy-amazoncom-vs-facebook.aspx,https://cdn.snapi.dev/images/v1/e/a/cahs82-1.jpg,"Better Buy: Amazon.com vs. Facebook","The two tech titans have been great investments, but one has a notable advantage.","The Motley Fool","Tue, 26 Nov 2019 10:20:00 -0500",,Neutral,Article,"AMZN,FB"
https://www.fool.com/investing/2019/11/26/3-top-value-stocks-to-buy-right-now.aspx,https://cdn.snapi.dev/images/v1/e/t/etf13.jpg,"3 Top Value Stocks - to Buy Right Now.","Find out which stocks are on sale during this big shopping week.","The Motley Fool","Tue, 26 Nov 2019 08:24:00 -0500",,Positive,Article,"ANET,CVX,FB"
